x,f(x)
0,2412.57
0.5,8422.15
1,6911.14
1.5,5989.77
2,4112.63
2.5,4454.01
3,6171.94
3.5,3868.14
4,8752.85
4.5,9513.68
5,7597.45
5.5,3976
6,3786.37
6.5,6129.75
7,1205.82
7.5,8358.62
8,7962.19
8.5,5920.41
9,9262.08
9.5,265.795
10,6709.35
10.5,2260.64
11,1547.89
11.5,3287.15
12,1951.22
12.5,8779.22
13,8796.81
13.5,5233.85
14,786.735
14.5,7490.11
15,1197.33
15.5,9000.29
16,7729.92
16.5,6058.15
17,9879.27
17.5,3951.28
18,8765
18.5,5226.47
19,3840.41
19.5,5998.95
20,888.274
20.5,8392.81
21,4202.62
21.5,5802.4
22,796.148
22.5,5239.73
23,5339.52
23.5,1528.03
24,864.284
24.5,6746.62
25,4900.13
25.5,99.112
26,9612.05
26.5,5361.77
27,4140.12
27.5,326.151
28,3235.96
28.5,8202.19
29,7097.06
29.5,1323.73
30,2884.61
30.5,6749.43
31,9316.06
31.5,4757.69
32,9260.3
32.5,500.615
33,1812.23
33.5,3087.87
34,4497.15
34.5,8782.12
35,1932.79
35.5,1458.15
36,8139.22
36.5,5683.26
37,6540.75
37.5,1530.11
38,3282.97
38.5,7242.7
39,2257.89
39.5,8976.66
40,8701.94
40.5,7476.57
41,9339.84
41.5,4223.73
42,9078.65
42.5,8186.99
43,7891.89
43.5,266.783
44,1972.24
44.5,8895.67
45,6212.7
45.5,9421.65
46,4561.44
46.5,3912.21
47,5015.83
47.5,9834.25
48,1726.61
48.5,3507.7
49,3633.86
49.5,6547.65
50,9446.1
50.5,9839.42
51,7154.1
51.5,1730.12
52,1688.25
52.5,8018.27
53,6378.94
53.5,395.298
54,380.821
54.5,6823.73
55,4526.35
55.5,3624.23
56,1286.92
56.5,6457.3
57,89.428
57.5,6362.36
58,5863.75
58.5,6644.7
59,5648.8
59.5,1323.32
60,3921.26
60.5,4077.74
61,1302.07
61.5,8863.76
62,3520.05
62.5,7354.82
63,369.289
63.5,4515.13
64,5967.39
64.5,817.268
65,1129.22
65.5,6806.79
66,1498.23
66.5,9851.48
67,7899.98
67.5,8145.52
68,9131.51
68.5,6932.6
69,130.904
69.5,7675.29
70,9806.18
70.5,8887.68
71,289.439
71.5,2340.2
72,1734.67
72.5,4728.19
73,9898.45
73.5,6925.44
74,6963.21
74.5,7786.58
75,3389.62
75.5,2889.03
76,252.866
76.5,3159.7
77,1499.85
77.5,4839.9
78,278.37
78.5,2348.02
79,2528.61
79.5,742.632
80,3622
80.5,4341.71
81,4849.69
81.5,6489.55
82,6333.69
82.5,3146.05
83,9951.02
83.5,9596.01
84,1234.48
84.5,9324.87
85,9490.39
85.5,9775
86,3168.81
86.5,3815.68
87,5245.28
87.5,5551.77
88,7036.93
88.5,7595.72
89,2095.62
89.5,8873.78
90,9031.95
90.5,4943.15
91,7263.14
91.5,8898.55
92,3623.56
92.5,4062.31
93,87.2176
93.5,6466.4
94,7974.56
94.5,591.696
95,2806.42
95.5,9329.59
96,1781.28
96.5,3406.46
97,5770.38
97.5,8499.12
98,8818.6
98.5,8262.87
99,1894.68
99.5,3840.86
100,1142.56
100.5,5517.87
101,6670.09
101.5,796.738
102,8355.79
102.5,6710.66
103,4058.74
103.5,5305.97
104,5258.06
104.5,4666.88
105,1580.27
105.5,8569
106,8655.78
106.5,581.362
107,3881.8
107.5,9057.32
108,5886.24
108.5,6265.54
109,1759.27
109.5,7312.96
110,2389.71
110.5,8951.2
111,6586.97
111.5,8742.57
112,2411.24
112.5,3520.93
113,3194.13
113.5,3040.77
114,4576.63
114.5,8969.78
115,7428.55
115.5,6101.86
116,292.075
116.5,9121.18
117,1856.84
117.5,5258.11
118,5943.51
118.5,7206.39
119,6104.99
119.5,1437.79
120,7622.87
120.5,3622.22
121,8627.73
121.5,7431.2
122,1103.26
122.5,3220.29
123,6595.52
123.5,9957.8
124,4347.48
124.5,3719.83
125,6671.44
125.5,9358.83
126,4231.97
126.5,3377.98
127,2423.44
127.5,5794.38
128,7286.83
128.5,1418.51
129,919.273
129.5,6303.1
130,8598.81
130.5,7661.57
131,9389.37
131.5,7811.95
132,217.974
132.5,9371.81
133,3426.68
133.5,7774.04
134,6714.94
134.5,6799.13
135,2023.22
135.5,3780.05
136,4871.18
136.5,626.942
137,1129.11
137.5,7966.94
138,7694.86
138.5,9681.29
139,9716.73
139.5,3020.81
140,8459.04
140.5,152.502
141,1304.14
141.5,4882.91
142,7392.03
142.5,413.332
143,8771.4
143.5,934.24
144,1020.79
144.5,2189.51
145,5884.24
145.5,1434.18
146,8016.76
146.5,4016.67
147,4367.95
147.5,3329.73
148,8025.38
148.5,7802.66
149,2653.01
149.5,5661.77
150,6584.09
150.5,6188.44
151,6963.51
151.5,335.919
152,2463.88
152.5,5403.57
153,8982.14
153.5,5107.83
154,5313.62
154.5,7092.92
155,4010.13
155.5,465.315
156,5344.17
156.5,811.8
157,2883.05
157.5,8307.62
158,3773.18
158.5,1481.3
159,9222.95
159.5,1688.32
160,8837.59
160.5,7562.27
161,330.227
161.5,9280.11
162,7844.93
162.5,3130.09
163,5654.24
163.5,1965.92
164,584.103
164.5,3148.16
165,4113.98
165.5,2407.99
166,8626.68
166.5,5776.25
167,5378.6
167.5,5318.81
168,9929.4
168.5,7348.84
169,2363.29
169.5,723.445
170,9252.69
170.5,8293.54
171,4755.61
171.5,3844.24
172,1269.02
172.5,513.645
173,6637.93
173.5,104.968
174,943.472
174.5,1901.84
175,1729.83
175.5,2273.6
176,5013.74
176.5,7332.34
177,3884.73
177.5,9173.1
178,4812.51
178.5,717.927
179,1740.34
179.5,8289.2
180,3951.5
180.5,6135.35
181,2656.53
181.5,9903.07
182,5373.66
182.5,2715.88
183,4819.49
183.5,8660.88
184,1585.63
184.5,3462.67
185,9843.56
185.5,5296.65
186,6935.76
186.5,3255.5
187,4187.13
187.5,3538.65
188,302.253
188.5,825.953
189,8992.77
189.5,3349.8
190,230.392
190.5,9629.03
191,1836.82
191.5,8871.78
192,5293.57
192.5,1723.51
193,9386.84
193.5,5589.36
194,2003.05
194.5,6472.68
195,5266.64
195.5,7601.98
196,2571.18
196.5,8476.26
197,2916.83
197.5,9888.7
198,6757.21
198.5,7601.22
199,7905.31
199.5,235.105
200,8290.04
200.5,50.1126
201,2447.22
201.5,3875.59
202,1502.21
202.5,6468.33
203,4811.93
203.5,9043.94
204,5358.01
204.5,3678.97
205,8700.14
205.5,248.599
206,4022.93
206.5,7555.91
207,4752.3
207.5,1899.46
208,118.904
208.5,2836.61
209,5378.97
209.5,4020.29
210,8933.09
210.5,9269.29
211,30.7449
211.5,9339.65
212,521.132
212.5,1972.41
213,9107.57
213.5,4618.6
214,9267.71
214.5,3865.56
215,9722.79
215.5,6124.15
216,1247.84
216.5,7709.07
217,9389.02
217.5,9381.38
218,7115.47
218.5,5974.29
219,79.9189
219.5,3698.07
220,2498.8
220.5,1821.92
221,1543.4
221.5,7654.04
222,1118.8
222.5,2911.83
223,7316.06
223.5,7744.3
224,8935.12
224.5,7711.15
225,4711.24
225.5,4335.28
226,7641.01
