x,f(x)
0,9076.47
0.5,2860.63
1,8211.67
1.5,3438.45
2,1930.61
2.5,6018.87
3,4386.02
3.5,9653.89
4,8642.9
4.5,7024.23
5,5586.53
5.5,1286.74
6,2933.64
6.5,3990.3
7,5298.47
7.5,2208.67
8,4453.67
8.5,1416.3
9,3939.05
9.5,4502.34
10,876.616
10.5,8598.19
11,702.263
11.5,769.617
12,1914.93
12.5,3693.02
13,9135.97
13.5,8983.05
14,7368.92
14.5,3801.91
15,2615.28
15.5,5456.55
16,1964.57
16.5,7446.81
17,912.157
17.5,7425.05
18,8784.69
18.5,9517.33
19,5776.54
19.5,4935.88
20,9123.52
20.5,401.228
21,9628.03
21.5,89.3071
22,8883.22
22.5,9087.02
23,7683.81
23.5,4198.01
24,5251.47
24.5,1343.53
25,4343.66
25.5,586.908
26,1569.34
26.5,1301.53
27,4174.59
27.5,8620.73
28,2843.78
28.5,6692.62
29,6917.54
29.5,8847.82
30,2138.71
30.5,1128.26
31,9150.9
31.5,781.863
32,5473.76
32.5,960.126
33,8580.27
33.5,2866.4
34,736.094
34.5,2299.75
35,4307.97
35.5,9996.29
36,5416.65
36.5,8319.88
37,6263.14
37.5,6801.86
38,4674.52
38.5,6313.63
39,3589.02
39.5,7709.31
40,2953.71
40.5,9783.58
41,8870.12
41.5,1930.19
42,8793.2
42.5,550.476
43,7308.24
43.5,4385.61
44,681.8
44.5,8422.92
45,5479.67
45.5,4933.92
46,6554.14
46.5,2200.68
47,1984.8
47.5,2828.24
48,3755.33
48.5,5437.9
49,8657.99
49.5,4962.12
50,7935.46
50.5,5991.35
51,5435.15
51.5,5892.18
52,3656.83
52.5,8649.77
53,4902.35
53.5,7237.32
54,3241.02
54.5,2405.88
55,9667.99
55.5,1924.42
56,1460.84
56.5,9018.71
57,3242.29
57.5,2164.42
58,1947.74
58.5,5011.85
59,5491.87
59.5,6672.15
60,2324.21
60.5,7898.64
61,5623.22
61.5,8481.6
62,8267.82
62.5,5519.27
63,9073.56
63.5,4537.9
64,8123.79
64.5,9672.67
65,3103.55
65.5,9459.06
66,6671.13
66.5,8880.93
67,7431.75
67.5,1135.58
68,9112.7
68.5,5474.93
69,4582.45
69.5,1328.46
70,2242.25
70.5,9195.89
71,6525.66
71.5,6144.78
72,1542.3
72.5,2939.74
73,3176.64
73.5,1685.14
74,7623.01
74.5,7413.93
75,5915.53
75.5,3183.22
76,8113.77
76.5,8887.06
77,5538.59
77.5,8643.8
78,6738.08
78.5,6932.52
79,8305.58
79.5,2082.12
80,1959.38
80.5,191.535
81,8343.12
81.5,3460.56
82,8460.87
82.5,622.496
83,8612.9
83.5,3422.76
84,9335.43
84.5,9566.33
85,6559.05
85.5,209.623
86,5624.5
86.5,1965.44
87,4942.15
87.5,9772.7
88,7544.88
88.5,9630.33
89,3530.75
89.5,6105.16
90,1594.02
90.5,1341.63
