x,f(x)
0,1468.79
0.5,916.354
1,7985.68
1.5,1976.87
2,5793.91
2.5,1684.62
3,2332.33
3.5,2572.94
4,1011.39
4.5,3704.79
5,3233.42
5.5,9517.51
6,9406.24
6.5,6943.32
7,6123.5
7.5,4639.8
8,7623.79
8.5,5156.95
9,6155.66
9.5,7095.21
10,1832.2
10.5,7327.02
11,3061.73
11.5,8078.61
12,3232.42
12.5,1610.09
13,7268.87
13.5,1369.45
14,1866.26
14.5,1687.03
15,2033.24
15.5,5646.42
16,1328.39
16.5,1699.16
17,7379.7
17.5,7011.78
18,2688.51
18.5,6141.51
19,1458.16
19.5,2260.84
20,6367.55
20.5,9492.59
21,7877.9
21.5,2219.63
22,9182.07
22.5,6933.65
23,3129.07
23.5,5330.02
24,1855.81
24.5,2768.9
25,3966.55
25.5,7244.81
26,651.951
26.5,2463.58
27,6614.55
27.5,4495.59
28,7881.6
28.5,59.3535
29,8553.18
29.5,6870.06
30,1160.81
30.5,2017.34
31,801.645
31.5,4375.24
32,5408.31
32.5,7432.64
33,6203.2
33.5,8383.68
34,658.367
34.5,6923.55
35,841.278
35.5,8677.89
36,4001.33
36.5,5676.94
37,142.338
37.5,4226.5
38,26.7083
38.5,2707.76
39,7266.05
39.5,2076.14
40,3520.75
40.5,9903.21
41,3252.27
41.5,5179.73
42,8299.86
42.5,4320
43,8643.49
43.5,1584.25
44,1330.11
44.5,2003.58
45,4051.6
45.5,8294.44
46,8750.93
46.5,7086.35
47,827.252
47.5,9960.35
48,9622.83
48.5,672.491
49,8529.68
49.5,4608.63
50,4724.93
50.5,1110.3
51,6352.86
51.5,5016.91
52,5379.37
52.5,1838.73
53,5162.02
53.5,8477.47
54,5331.11
54.5,3972.5
55,2347.57
55.5,4670.72
56,4909.34
56.5,5089.87
57,2890.94
57.5,8438.76
58,7007.96
58.5,97.6976
59,7526.7
59.5,9345.56
60,2180.42
60.5,9114.6
61,1605.32
61.5,6554.53
62,5348.5
62.5,2877.48
63,9874.93
63.5,5458.23
64,7805.45
64.5,1818.05
65,8906.25
65.5,1270.2
66,6417.33
66.5,9408.27
67,2460.7
67.5,7167.28
68,7774.03
68.5,6205.99
69,1121.35
69.5,9935.17
70,5351.87
70.5,168.277
71,6730.65
71.5,1338.45
72,977.673
72.5,8350.61
73,4661.22
73.5,5148.58
74,6182.74
74.5,1235.93
75,9717.31
75.5,9740.78
76,7288.41
76.5,16.4321
77,8906.75
77.5,8635.76
78,7614.7
78.5,6217.02
79,994.015
79.5,1588.49
80,5770.29
80.5,2651.33
81,284.799
81.5,135.393
82,161.511
82.5,2938.26
83,6124.09
83.5,1156.45
84,2184.81
84.5,6679.26
85,7349.97
85.5,8230.96
86,7971.74
86.5,3916.94
87,2003.3
87.5,6761.9
88,8182.56
88.5,4729.1
89,8025.71
89.5,3098.83
90,4370.69
90.5,4490.17
91,9047.69
91.5,7947.84
92,6964.88
92.5,7243.56
93,6849.7
93.5,3379.38
94,5653.99
94.5,2938.27
95,6951.17
95.5,4559.17
96,2081.15
96.5,6857.91
97,9467.04
97.5,4632.68
98,7426.91
98.5,6674
99,4189.36
99.5,3057.37
100,1697.03
100.5,3521.09
101,5595.41
101.5,6574.74
102,6895.14
102.5,1335.42
103,9153.23
103.5,6671.4
104,2094.35
104.5,9299.48
105,1225.27
105.5,1769.36
106,3972.63
106.5,1133.33
107,8485.67
107.5,2529.24
108,8570.63
108.5,9317.37
109,8623.49
109.5,6525.19
110,2212.37
110.5,4974.51
111,1181.6
111.5,273.629
112,5841.96
112.5,8620.07
113,3314.99
113.5,1737.86
114,1355.37
114.5,2056.34
115,6155.48
115.5,9406.45
116,1992.28
116.5,4557.23
117,601.001
117.5,412.995
118,6712.52
118.5,7112.28
119,9963.97
119.5,8891.74
120,2757.81
120.5,6553.19
121,1291.86
121.5,7659.77
122,3883.43
122.5,5618.24
123,2422.99
123.5,4650.71
124,1720.26
124.5,3361.46
125,8058.04
125.5,2064.94
126,1166.74
126.5,6767.55
127,6272.14
127.5,2688.05
128,5769.53
128.5,9292.08
129,9081.86
129.5,4167.61
130,2352.89
130.5,8982.84
131,5.45366
131.5,4536.51
132,9817.54
132.5,3354.56
133,5961.31
133.5,6054.75
134,2753.93
134.5,6458.26
135,3269.27
135.5,8462.54
136,2891.03
136.5,1636.72
137,6573.48
137.5,5418.02
138,14.8074
138.5,8825.43
139,6671.48
139.5,7771.96
140,4374.46
140.5,4867.79
141,8643
141.5,5059.54
142,9864.79
142.5,1621.04
143,242.38
143.5,7638.99
144,7225.62
144.5,2696.24
145,4053.75
145.5,6248.41
146,8206.72
146.5,5560.23
147,2145.36
147.5,2042.68
148,1908.32
148.5,3356.71
149,8387.88
149.5,44.39
150,6945.79
150.5,6087.85
151,6080
151.5,5401.14
152,7528.2
152.5,2170.16
153,1431.6
153.5,6766.04
154,4073.17
154.5,1954.86
155,9938.46
155.5,8080.54
156,6349.5
156.5,4448.79
157,1653.75
157.5,1065.33
158,4002.47
