x,f(x)
0,982.165
0.5,6086.14
1,4508.69
1.5,5980.31
2,5809.29
2.5,1563.73
3,334.095
3.5,5032.87
4,503.223
4.5,2871.53
5,5708.73
5.5,4832.83
6,2824.59
6.5,7741.23
7,6344.87
7.5,5467.21
8,6962.07
8.5,1618.3
9,3512.94
9.5,7477.64
10,4309.99
10.5,1723.94
11,9830.42
11.5,2840.43
12,4793.48
12.5,2892.47
13,9089.33
13.5,2159.11
14,3173.35
14.5,7628.89
15,5224.66
15.5,2343.16
16,416.542
16.5,6844.11
17,2163.28
17.5,9803.79
18,7459.43
18.5,626.804
19,1252.26
19.5,3012.74
20,4920.6
20.5,8973.91
21,2457.35
21.5,4416.66
22,7085
22.5,6225.06
23,4173.01
23.5,6054.15
24,7219.19
24.5,7730.75
25,8231.58
25.5,1610.54
26,7295.18
26.5,3151.92
27,4177.22
27.5,3045.6
28,8461.38
28.5,1897.59
29,8677.92
29.5,1311.16
30,3049.56
30.5,1314.76
31,4824.39
31.5,1554.39
32,1761.84
32.5,6899.2
33,3280.77
33.5,6674.2
34,8711.85
34.5,716.752
35,8509.03
35.5,8364.76
36,4463.37
36.5,8460.74
37,8848.12
37.5,3610.72
38,5392.6
38.5,3040.96
39,6829.96
39.5,8237.63
40,6423.72
40.5,1576.56
41,4418.27
41.5,3472.3
42,5220.65
42.5,6440.76
43,7519.25
43.5,5539.82
44,9594.75
44.5,1969.26
45,7009.95
45.5,1695.5
46,2140.74
46.5,5401.57
47,6008.26
47.5,2439.12
48,151.623
48.5,5836.75
49,5239.9
49.5,8790.29
50,2528.36
50.5,9848.74
51,1366.98
51.5,4087.84
52,1292.58
52.5,5095.88
53,2700.33
53.5,3315.81
54,9306.68
54.5,4684.53
55,2053.26
55.5,8706.93
56,3270.87
56.5,535.515
57,3865.9
57.5,6407.23
58,7527.13
58.5,4345.26
59,5996.04
59.5,3498.66
60,7615.96
60.5,6269.29
61,7737.48
61.5,2158.14
62,4761.7
62.5,3909.89
63,1663.21
63.5,8108.96
64,6993.38
64.5,2251.55
65,4524.56
65.5,7968.77
66,128.38
66.5,3972.16
67,2326.98
67.5,2313.29
68,267.998
68.5,5661.86
69,8591.79
69.5,6871.06
70,4458.31
70.5,2286.64
71,1130.42
71.5,5674.7
72,2194.56
72.5,2291.37
73,147.418
73.5,6518.6
74,1535.42
74.5,2623.86
75,4374.2
75.5,8795.9
76,72.6834
76.5,1922.96
77,432.448
77.5,8003.33
78,9011.11
78.5,3151.4
79,452.165
79.5,4198.31
80,4474.98
80.5,1710.34
81,211.683
81.5,9084.22
82,7064.5
82.5,4334.1
83,7481.83
83.5,3529.28
84,2369.68
84.5,2224.51
85,9019.37
85.5,4289.78
86,5974.03
86.5,8041.12
87,5000.28
87.5,3439.12
88,7671.24
88.5,9042.33
89,2701.32
89.5,2543.92
90,9496.5
90.5,4346.1
91,4221.46
91.5,2086.81
92,4125.43
92.5,2804.31
93,5479.44
93.5,3228.29
94,1924.44
94.5,9947.15
95,8944.9
95.5,5710.36
96,8754.24
96.5,2640.06
97,8216.64
97.5,7969.88
98,3829.49
98.5,4654.91
99,3478.04
99.5,3601.22
100,5425.08
100.5,5783.15
101,5200.87
101.5,9471.52
102,8627.27
102.5,7166.84
103,9544.21
103.5,7344.23
104,1129.48
104.5,3366.99
105,1252.33
105.5,5281.31
106,3942.32
106.5,8993.08
107,9155.22
107.5,2310.75
108,9444.3
108.5,4064.14
109,3757.91
109.5,6779.02
110,8796.85
110.5,6515.79
111,9878.81
111.5,6924.21
112,5101.67
112.5,7121.98
113,7540.19
113.5,8041.11
114,2913.5
114.5,137.035
115,9502.42
115.5,2927.94
116,4679.77
116.5,6400.54
117,845.969
117.5,6331.3
118,3106.07
118.5,9973.69
119,2777.09
119.5,8335.92
120,1867.54
120.5,6799.06
121,7553.07
121.5,7999.63
122,7216.5
122.5,2472.5
123,416.405
123.5,1041.95
124,754.518
124.5,9594.84
125,7005.61
125.5,7853.98
126,6722.14
126.5,5726.67
127,9003.8
127.5,7246.8
128,4207.96
128.5,593.772
129,4842.85
129.5,4550.21
130,2781.89
130.5,6257.5
131,3435.13
131.5,2656.62
132,3015.94
132.5,8209.77
133,793.723
133.5,9877.83
134,8232.9
134.5,7933.19
135,1507.01
135.5,4226.61
136,1085.36
136.5,3681.48
137,3234.08
137.5,9897.77
138,1024.96
138.5,2727.91
139,9883.72
139.5,6549.15
140,5956.26
140.5,9195.91
141,7748.77
141.5,1152.3
142,4325.66
142.5,3690.35
143,8367.54
143.5,6113.39
144,680.629
144.5,3754.55
145,9347.46
145.5,524.587
146,9475.99
146.5,8423.91
147,7041.36
147.5,5750.69
148,1480.22
148.5,9349.44
149,2541.24
149.5,4257.34
150,6326.21
150.5,2080.85
151,1213.91
151.5,3297.23
152,5771.79
152.5,5300.44
153,2611.2
153.5,1403.76
154,6647.51
154.5,7442.73
155,4357.18
155.5,2720.91
156,397.963
156.5,9272.68
157,8824.31
157.5,4652.36
158,1238.23
158.5,4974.63
159,4363.62
159.5,9441.29
160,5467.94
160.5,7741.22
161,9554.32
161.5,6019.36
162,2775.1
162.5,357.67
163,424.677
163.5,4871.77
164,8917.56
164.5,4733.23
165,1747.89
165.5,4375.41
166,2504.6
166.5,9564.09
167,1009.29
167.5,1136.88
168,8457.41
168.5,6368.41
169,8822.89
169.5,3934.62
170,413.319
