x,f(x)
0,6782.19
0.5,7328.74
1,1571.24
1.5,6528.51
2,3562.81
2.5,9032.53
3,629.276
3.5,4339.1
4,8892.05
4.5,1002.86
5,5168.82
5.5,2307.73
6,5451.13
6.5,1750.85
7,8513.37
7.5,9686.59
8,5398.32
8.5,2691.85
9,2645.55
9.5,8570.24
10,4265.15
10.5,9518.17
11,957.668
11.5,7649.66
12,1305.64
12.5,3269.63
13,7617.59
13.5,7570.27
14,626.937
14.5,3151.76
15,3718.51
15.5,7314.83
16,1519.64
16.5,3727.31
17,3712.31
17.5,5771.69
18,9984.42
18.5,8317.69
19,4323.59
19.5,3982.19
20,307.918
20.5,8479.18
21,1687.83
21.5,2186.18
22,5694.64
22.5,4216.78
23,3069.22
23.5,3911.72
24,5665.8
24.5,2475.86
25,2153.83
25.5,4471.57
26,659.81
26.5,8138.06
27,5713.34
27.5,3088.35
28,1240.82
28.5,228.737
29,7452.47
29.5,3707.08
30,6228.47
30.5,3913.47
31,7007.23
31.5,298.588
32,6040.56
32.5,3058.11
33,3739.32
33.5,5438.82
34,8006.79
34.5,1444.31
35,6759.47
35.5,7295.13
36,1539.96
36.5,414.487
37,9538.98
37.5,5747.08
38,7881.05
38.5,8845.53
39,1326.15
39.5,3695.7
40,757.446
40.5,3215.38
41,5646.45
41.5,6968.42
42,6553.38
42.5,1963.93
43,5220.97
43.5,5165.35
44,9770.37
44.5,5318.37
45,9237.43
45.5,8074.19
46,1110.36
46.5,9287.08
47,1530.81
47.5,4340.5
48,8614.4
48.5,4349.84
49,8538.63
49.5,1961.87
50,3439.81
50.5,132.974
51,497.19
51.5,4756.63
52,1296.22
52.5,8347.22
53,8752.1
53.5,4498.4
54,205.44
54.5,7949.89
55,8134.49
55.5,4772.19
56,9731.2
56.5,8565.82
57,999.759
57.5,5451.11
58,7780.62
58.5,6177.54
59,1690.55
59.5,9577.84
60,9265.85
60.5,4441.91
61,482.957
61.5,1516.6
62,9258.34
62.5,6530.77
63,2295.77
63.5,6012.57
64,3017.67
64.5,4399.46
65,4946
65.5,1473.58
66,5220.25
66.5,5765.72
67,3971.35
67.5,3550.4
68,5004.66
68.5,5384.41
69,3055.66
69.5,5929.34
70,8933.56
70.5,8579.58
71,3099.85
71.5,689.66
72,2071.31
72.5,4744.55
73,2274.24
73.5,4438.64
74,447.309
74.5,2675.27
75,4202.59
75.5,6582.85
76,1744.93
76.5,3648.37
77,759.486
77.5,7618.84
78,6988.45
78.5,5989.03
79,7269.28
79.5,8030.49
80,5336.89
80.5,8027.53
81,7009.44
81.5,3843.51
82,9143.21
82.5,6565.22
83,8350.9
83.5,3956.05
84,5915.47
84.5,2763.38
85,2617.56
85.5,3471.62
86,847.629
86.5,8608.6
87,3678.18
87.5,6654.98
88,3618.36
88.5,7776.75
89,1721.07
89.5,3823.48
90,3598.02
90.5,332.234
91,8193.05
91.5,3297.54
92,2256.64
92.5,1202.3
93,7898.29
93.5,8254.34
94,4476.07
94.5,6699.28
95,2822.27
95.5,9365.15
96,6050.16
96.5,5540.72
97,2658.81
97.5,5283.94
98,1001.39
98.5,7866.02
99,371.847
99.5,1284.78
100,8513.67
100.5,2880.63
101,2785.87
101.5,5454.73
102,8298.9
102.5,5915.23
103,3089.15
103.5,1287.72
104,4368.64
104.5,4404.77
105,4493.65
105.5,6955.76
106,1732.35
106.5,6906.41
107,7721.65
107.5,8106.7
108,1031.94
108.5,5861.06
109,7674.93
109.5,9768.37
110,6118.59
110.5,7485.77
111,4730.37
111.5,7874.65
112,5573.94
112.5,6598.71
113,7073.28
113.5,7689.15
114,5243.13
114.5,5724.68
115,794.389
115.5,4192.03
116,1980.51
116.5,5123.51
117,7238.12
117.5,7272.23
118,9895.85
118.5,45.0142
119,4412.48
119.5,5686.67
120,2698.25
120.5,4203.86
