x,f(x)
0,1411.1
0.5,7519.6
1,2884.31
1.5,339.046
2,3211.7
2.5,2916.85
3,7594.86
3.5,419.537
4,559.479
4.5,410.711
5,3260.45
5.5,2958.43
6,3660.75
6.5,2989.28
7,5244.29
7.5,4585.99
8,8010.96
8.5,2265.81
9,8290.76
9.5,6096.09
10,2195.2
10.5,7038.49
11,5076.57
11.5,983.896
12,4359.18
12.5,7880.72
13,4112.42
13.5,5274.67
14,9505.64
14.5,1424.52
15,4857.17
15.5,29.1028
16,7114.3
16.5,5868.92
17,8676.93
17.5,4147.3
18,2284.21
18.5,9761.57
19,9466.44
19.5,5555.01
20,9394.26
20.5,118.298
21,6151.66
21.5,6742.74
22,8278.67
22.5,365.203
23,1485.86
23.5,156.733
24,5786.22
24.5,3888.46
25,1012.48
25.5,8561.73
26,1975.74
26.5,2169.42
27,4867.91
27.5,3791.99
28,5291.64
28.5,5193.64
29,1727.64
29.5,7049.84
30,7159.5
30.5,4807.63
31,790.22
31.5,4188.85
32,6303.66
32.5,2688.32
33,2002.85
33.5,3772.94
34,3172.81
34.5,3700.8
35,6793.93
35.5,8913.96
36,5156.53
36.5,4184.62
37,3441.01
37.5,4979.99
38,2951.6
38.5,8282.66
39,6657.04
39.5,2508.19
40,9981.93
40.5,2989.52
41,7396.31
41.5,2041.66
42,5170.5
42.5,5608.25
43,844.737
43.5,4506.35
44,7333.32
44.5,9613.39
45,3114.3
45.5,1710.13
46,4158.29
46.5,939.369
47,4558.24
47.5,7898.44
48,9745.32
48.5,7261.53
49,2144.63
49.5,5065.46
50,2232.92
50.5,4627.02
51,1537.33
51.5,775.032
52,2714.23
52.5,2170.27
53,5060.31
53.5,3444.58
54,7503.99
54.5,2714.11
55,37.7317
55.5,3359
56,484.533
56.5,637.548
57,3937.82
57.5,6380.16
58,5620.83
58.5,9343.45
59,6175.62
59.5,941.773
60,2874.33
60.5,5368.96
61,7425.75
61.5,3068.89
62,1852.84
62.5,1843.84
63,1419.05
63.5,8856.06
64,1345.13
64.5,5778.82
65,1413.16
65.5,9356.44
66,2603.83
66.5,3529.33
67,4626.35
67.5,4300.52
68,2774.33
68.5,3928.16
69,5387.43
69.5,2883.73
70,4501.82
70.5,2472.19
71,6866.37
71.5,1023.8
72,2226.21
72.5,2191.03
73,5212.54
73.5,3834.16
74,5637.89
74.5,57.4814
75,5075.77
75.5,3263.69
76,2681.57
76.5,2928
77,1033.67
77.5,5899.6
78,7226.68
78.5,5527.38
79,7647.07
79.5,6546.72
80,9529.23
80.5,8909.99
81,692.474
81.5,7508.89
82,9525.92
82.5,6629.87
83,1405.75
83.5,3861.24
84,8334.67
84.5,3570.16
85,9303.4
85.5,814.099
86,8826.69
86.5,4916.63
87,4662.82
87.5,8828.79
88,6824.2
88.5,5412.6
89,4934.03
89.5,8452.07
90,8207.74
90.5,3012.21
91,9223.56
91.5,281.132
92,9768.79
92.5,3457.18
93,5394.3
93.5,6277.05
94,9988.15
94.5,3545.45
95,9632.08
95.5,9068.56
96,9094.59
96.5,777.672
97,2796.64
97.5,7738.66
98,1910.66
98.5,2931.51
99,428.867
99.5,2428.15
100,5209.57
100.5,3804.05
101,2810.86
101.5,645.222
102,5195.55
102.5,9042.98
103,4438.86
103.5,7106.95
104,4857.93
104.5,1202.42
105,7271.5
105.5,996.71
106,7060.4
106.5,100.803
107,6458.94
107.5,4142.85
108,46.0821
108.5,3968.16
109,1793.71
109.5,8369.03
110,5025
110.5,6981.82
111,8693.87
111.5,2998.13
112,685.542
112.5,6279.57
113,577.533
113.5,4133.82
114,1432.15
114.5,25.0284
115,929.386
115.5,4809.63
116,1484.31
116.5,1534.12
117,9852.6
117.5,2330.89
118,3870.96
118.5,7773.39
119,2574.37
119.5,592.682
120,950.315
120.5,6544.82
121,9553.43
121.5,5620.78
122,4141.64
122.5,5968.9
123,5530.63
123.5,2880.09
124,6183.55
124.5,4794.48
125,1736.45
125.5,4620.07
126,5197.88
126.5,1829.1
127,6415.62
127.5,5569.38
128,9347.04
128.5,8998.36
129,3949.05
129.5,5110.89
130,6818.08
130.5,1663.56
131,8503.06
131.5,7077.99
132,9719.46
132.5,5220.4
133,4700.7
133.5,2066.22
134,6961.64
134.5,191.225
135,5729.65
135.5,6835.78
136,7397.48
136.5,7617.19
137,2653.79
137.5,4157.11
138,5744.53
138.5,7651.69
139,4339.91
139.5,4721.62
140,797.155
140.5,8130.57
141,7072.12
141.5,5173.57
142,9347.14
142.5,8298.68
143,1592.62
143.5,5615.78
144,1184.88
144.5,2296.9
145,241.729
145.5,9173.47
146,6066.54
146.5,329.872
147,4062.43
147.5,9376.91
148,7178.07
148.5,4683.23
149,2713.86
149.5,1279.41
150,928.543
150.5,9051.67
151,6775.01
151.5,8183.81
152,9308.07
152.5,9291.45
153,1936.73
153.5,6376.08
154,5175.4
154.5,5566.95
155,5137.23
155.5,1184.09
156,1323.77
156.5,4955.45
157,9653.66
157.5,1790.55
158,7505.13
158.5,4041.31
159,6434.43
159.5,3225.13
160,6634.87
160.5,1568.47
161,3066.06
161.5,8024.36
162,6112.69
162.5,6735.21
163,3637.98
163.5,883.251
164,7610.07
164.5,4630.66
165,5089.28
165.5,9455.18
166,4643.96
166.5,5302.13
167,7755.14
167.5,6856.92
168,2108.62
168.5,7147.27
169,1062.69
169.5,9666.43
170,4565.25
170.5,4193.83
171,6264.92
171.5,7008.42
172,3616.57
172.5,7393.12
173,1155.53
173.5,4994.1
174,3899.25
174.5,7407.41
175,5925.88
175.5,8147.64
176,3612.3
176.5,2784.63
177,6432.58
177.5,4541.59
178,4684.72
178.5,9349.14
179,6339.49
179.5,5887.28
180,4725.1
180.5,7946.02
181,4830.11
181.5,6197.45
182,4720.95
182.5,8834.05
183,106.493
183.5,2207.46
184,3940.36
184.5,1462.81
185,5237.05
185.5,6656.29
186,7261.75
186.5,978.005
187,6663.24
187.5,4909.69
188,6345.78
188.5,1886.51
189,1026.5
189.5,5581.63
190,6492.27
190.5,8627.13
191,3665.42
191.5,2637.8
192,7441.95
192.5,5442.99
193,3393.16
193.5,7088.43
194,684.635
194.5,2299.89
195,3048.38
195.5,1371.1
196,4016.85
196.5,1856.83
197,2983.64
197.5,4086.02
198,7491.45
198.5,5613.7
199,5615.85
199.5,18.1407
200,2620.51
200.5,6045.82
201,1419.54
201.5,3790.74
202,3555.52
202.5,4917.54
203,9141.12
203.5,9788.72
204,6777.57
204.5,346.985
205,4068.61
205.5,7742.18
206,4271.96
206.5,6769.67
207,8761.57
207.5,4214.4
208,6042.25
208.5,8382.85
209,9583.22
209.5,9181.11
210,4815.49
210.5,125.86
211,131.713
211.5,7513.56
212,6211.78
212.5,5600.25
213,3545.4
213.5,9370.22
214,5400.56
214.5,3001.05
215,2551.19
215.5,5672.59
216,5861.31
216.5,4146.59
217,8710.73
217.5,2673.47
218,2461.98
218.5,7757.91
219,2237.55
219.5,2189.05
220,5117.81
220.5,2362.02
221,3317.58
221.5,7395.17
222,8898.59
222.5,1372.9
223,6096.24
223.5,2900.71
224,94.1158
224.5,9113.99
225,8020.34
225.5,8479.8
226,7851.34
226.5,8829.11
227,5286.35
227.5,4625.91
228,821.391
228.5,7197.18
229,340.954
229.5,59.6928
230,8301
230.5,3942.68
231,7013.56
231.5,9638.7
232,7392.56
232.5,6338.09
233,4993.76
233.5,2290.5
234,5178.66
234.5,306.36
235,124.32
235.5,2257.98
236,6417.91
236.5,573.006
237,8480.34
237.5,790.633
238,3261.67
238.5,8966
239,8270.88
239.5,2116.64
240,3230.09
240.5,4671.06
241,3181.93
241.5,6364.16
242,6966.54
242.5,5321.03
243,8172.77
243.5,3131.29
244,9990.43
244.5,9358.94
245,1756.45
245.5,2594.84
246,404.042
246.5,7188.98
247,3064.62
247.5,6896.82
248,7353.65
248.5,9832.87
249,1314.2
249.5,9407.3
250,995.994
250.5,25.628
251,6354.64
251.5,3546.49
252,8953.45
252.5,4166.27
253,1731.56
253.5,2463.24
254,8229.03
254.5,9148.32
255,4604.97
255.5,5320.87
256,5759.3
256.5,7966.7
257,2508.87
257.5,8598.25
258,3127.24
258.5,6920.84
259,9889.19
259.5,704.972
260,5197.05
260.5,7560.13
261,3833.98
261.5,526.074
262,4087.04
262.5,3033.71
263,1013.31
263.5,3435.36
264,3896.48
264.5,339.474
265,8230.49
265.5,6527.75
266,406.893
266.5,2097.94
267,3003.11
267.5,2938.78
268,7553.72
268.5,8967.35
269,7762.65
269.5,3221.51
270,4097.39
270.5,161.535
271,3679.96
271.5,8112.49
272,4911.49
272.5,3598.15
273,464.65
273.5,8020.4
274,6698.06
274.5,6588.86
275,6609.06
275.5,8520.75
276,1842.49
276.5,9315.6
277,8373.46
277.5,4526.63
278,2378.82
278.5,4950.14
279,7358.88
279.5,8980.06
280,5780.36
280.5,7830.75
281,4449.04
281.5,4893.43
282,5577.92
282.5,4683.89
283,1618.89
283.5,7099.79
284,4935.99
284.5,2072.8
285,3258.26
285.5,7587.02
286,6225.3
286.5,6040.06
287,6594.39
287.5,427.093
288,871.49
288.5,6172.79
289,5311.48
289.5,756.516
290,6467.93
290.5,6294.98
291,9198.22
291.5,2250.03
292,8087.59
292.5,8395.99
293,511.977
293.5,4920.25
294,1116.72
294.5,7268.04
295,554.88
295.5,7778.01
296,9286.79
296.5,6892.82
297,2580.53
297.5,7665.39
298,2020.22
298.5,5400.94
299,9452.16
299.5,8273.73
300,9305.37
300.5,8492.03
301,2326.08
301.5,4995.6
302,2400.76
302.5,1089.57
303,2549.5
303.5,5345.35
304,626.89
304.5,3904.66
305,2008.63
305.5,2663.75
306,7848.71
306.5,6520.74
307,9698.02
307.5,9813.96
308,3087.81
308.5,7644.62
309,5852.29
309.5,8361.43
310,4742.99
310.5,2631.84
311,7765.86
311.5,4448
312,1191.44
312.5,840.45
313,6836.35
313.5,6324.34
314,6671.2
314.5,2051.34
315,4338.61
315.5,3396.18
316,2509.9
316.5,1657.41
317,8935.05
317.5,4785.68
318,5745.63
318.5,8904.72
319,5624.01
319.5,40.3219
320,3097.9
320.5,9737.85
321,5784.36
321.5,1404.87
322,185.33
322.5,2831.32
323,4288.21
323.5,6422.03
324,1563.7
324.5,8141.57
325,507.375
325.5,5297.12
326,7509.19
326.5,306.3
327,5442.09
327.5,4660.93
328,6891.04
328.5,1251.59
329,6158.19
329.5,2195.36
330,6544.99
330.5,1701.02
331,3665.22
331.5,6099.55
332,2195.65
332.5,2275.94
333,3983.87
333.5,34.2329
334,3141.74
334.5,9334.3
335,5757.6
335.5,5269.28
336,1755.65
336.5,7602.68
337,6259.47
337.5,9020.96
338,9387.97
338.5,3027.97
339,8711.01
339.5,3952.78
340,9389.89
340.5,7102.57
341,4121.98
341.5,4496.18
342,6637.99
342.5,969.63
343,4566.94
343.5,856.473
344,572.928
344.5,3000.74
345,6518.05
345.5,6062.65
346,7378.33
346.5,8720.88
347,7398.44
347.5,6895.95
348,8749.7
348.5,4736.5
349,8978.87
349.5,1817.68
350,8164.91
350.5,6103.27
351,6714.57
351.5,1720.64
352,273.037
352.5,7620.79
353,6032.42
353.5,9981.01
354,455.664
354.5,3623.21
355,7730.72
355.5,1917.43
356,6400.76
356.5,9137.24
357,1441.79
357.5,9838.13
358,1715.49
358.5,5621.96
359,6894.99
359.5,6956.55
360,7622.9
360.5,4853.79
361,6498.62
361.5,4846.31
362,5277.01
362.5,8979.71
363,1023.14
363.5,3202.94
364,8831.71
364.5,105.958
365,1834.49
365.5,6445.39
366,4714.66
366.5,9557.79
367,1620.1
367.5,8577.5
368,5626.42
368.5,198.252
369,5929.27
369.5,8757.08
370,6325.9
370.5,3147.62
371,1228.49
371.5,3278.95
372,8598.49
372.5,5498.23
373,4357.8
373.5,2185.85
374,2487.12
374.5,5184.82
375,2675.3
375.5,5048.46
376,5095.95
376.5,1170.42
377,8159.24
377.5,7181.59
378,6571.86
378.5,1081.2
379,4114.36
379.5,8136.2
380,7471.19
380.5,5183.14
381,928.21
381.5,4017.94
382,8095.15
382.5,3246.6
383,7742.03
383.5,1503.77
384,8988.28
384.5,7982.58
385,6518.11
385.5,9285.3
386,4890
386.5,3266.12
387,8012.18
387.5,8608.71
388,1037.5
388.5,1194.06
389,113.287
389.5,4098.59
390,339.508
390.5,5496.84
391,843.857
391.5,2825.25
392,237.976
392.5,7992.86
393,1644.83
393.5,4749.09
394,6438.42
394.5,8267.59
395,4.82774
395.5,8018.57
396,5242.72
396.5,9364.26
397,9952.13
397.5,8598.67
398,9237.41
398.5,6355.89
399,6754.4
399.5,945.544
400,6897.47
400.5,6095.4
401,359.091
401.5,4101.62
402,4841.63
402.5,3487.9
403,8176.44
403.5,8345.86
404,8339.4
404.5,5713.1
405,8668.75
405.5,92.3249
406,6619.2
406.5,891.47
407,1155.51
407.5,5248.09
408,4073.69
408.5,6666.85
409,3400.31
409.5,1550.84
410,665.85
410.5,1111.26
411,4017.5
411.5,3281.56
412,3287.67
412.5,3537.26
413,3719.61
413.5,2329.75
414,2090.18
414.5,5701.14
415,5638.48
415.5,5531.53
416,335.107
416.5,1385
417,8893.89
417.5,2425.06
418,1583.9
418.5,5107.99
419,3824.44
419.5,1554.52
420,3676.98
420.5,3317.92
421,2470.51
421.5,1251.35
422,4798.52
422.5,2634.18
423,4058.31
423.5,838.045
424,5682.74
424.5,1330.14
425,4637.49
425.5,2622.02
426,5407.27
426.5,4629.04
427,5268.54
427.5,1145.1
428,8426.77
428.5,6871.18
429,2432.63
429.5,8411.81
430,5649.49
430.5,1008.22
431,1320.62
431.5,8696.17
432,7072.08
432.5,4590.14
433,3871.86
433.5,2764.38
434,7979.31
434.5,3165.39
435,9284.79
435.5,6718.31
436,7844.93
436.5,0.709807
437,3050.47
437.5,396.091
438,9487.72
438.5,3487.92
439,2381.28
439.5,6375.94
440,8268.08
440.5,2004.7
441,4345.24
441.5,7622.65
442,7645.45
442.5,4348.91
443,7535.67
443.5,8674.23
444,4823.11
444.5,8471.89
445,158.245
445.5,7430.89
446,6503.74
446.5,5735.79
447,1401.28
447.5,299.266
448,5091.38
448.5,9076.09
449,1905.63
449.5,6529.4
450,496.674
450.5,6925.59
451,7477.59
451.5,8204.48
452,4248.46
452.5,1912.21
453,8660.92
453.5,4151.67
454,5715.35
454.5,7876.23
455,1926.81
455.5,4770.97
456,3016.37
456.5,2790.62
457,4442.03
457.5,2415.61
458,3031.89
458.5,5509.23
459,625.272
459.5,6367.14
460,3104.33
460.5,9692.08
