x,f(x)
85.8015,1.88059e+006
92.0139,2.32055e+006
38.5061,168460
22.7863,34536.7
96.9913,2.71885e+006
76.0728,1.30944e+006
24.1257,41050.2
84.2215,1.77836e+006
69.1114,981022
59.8977,637747
41.1263,205452
44.5401,261280
61.7194,697938
38.6814,170785
87.5285,1.99675e+006
95.1368,2.56552e+006
75.9745,1.30435e+006
39.76,185554
37.8637,160126
61.2975,683678
12.0582,5008.21
83.5862,1.73832e+006
79.6219,1.50195e+006
59.2041,615770
92.6208,2.36688e+006
2.65795,43.8352
67.0935,897329
22.6064,33718.2
15.4789,10699.7
32.8715,104518
19.5122,21594.1
87.7922,2.01489e+006
87.9681,2.02706e+006
52.3385,424838
7.86735,1359.53
74.9011,1.2497e+006
11.9733,4901.68
90.0029,2.17136e+006
77.2992,1.37398e+006
60.5815,659916
98.7927,2.87352e+006
39.5128,182097
87.65,2.0051e+006
52.2647,423035
38.4041,167118
59.9895,640693
8.88274,1971.35
83.9281,1.75979e+006
42.0262,219307
58.024,579554
7.96148,1410
52.3973,426276
53.3952,451198
15.2803,10288.5
8.64284,1813
67.4662,912413
49.0013,348359
0.99112,-4.07937
96.1205,2.64611e+006
53.6177,456887
41.4012,209620
3.26151,86.8535
32.3596,99681.4
82.0219,1.64229e+006
70.9706,1.0626e+006
13.2373,6652.07
28.8461,70450.1
67.4943,913556
93.1606,2.4086e+006
47.5769,318734
92.603,2.36551e+006
5.00615,337.286
18.1223,17261.8
30.8787,86535.6
44.9715,268981
87.8212,2.0169e+006
19.3279,20982
14.5815,8925.14
81.3922,1.60466e+006
56.8326,544458
65.4075,831162
15.3011,10331
32.8297,104118
72.427,1.12958e+006
22.5789,33594.3
89.7666,2.15426e+006
87.0194,1.96202e+006
74.7657,1.24291e+006
93.3984,2.42713e+006
42.2373,222644
90.7865,2.22871e+006
81.8699,1.63316e+006
78.9189,1.46242e+006
2.66783,44.4003
19.7224,22306.5
88.9567,2.09634e+006
62.127,711908
94.2165,2.49162e+006
45.6144,280738
39.1221,176719
50.1583,373733
98.3425,2.83432e+006
17.2661,14905.7
35.077,127146
36.3386,141450
65.4765,833806
94.461,2.51112e+006
98.3942,2.83881e+006
71.541,1.08851e+006
17.3012,14998
16.8825,13923.9
80.1827,1.534e+006
63.7894,770800
3.95298,160.868
3.80821,142.913
68.2373,944156
45.2635,274280
36.2423,140322
12.8692,6105.35
64.573,799656
0.89428,-4.87679
63.6236,764786
58.6375,598199
66.447,871559
56.488,534577
13.2332,6645.75
39.2126,177956
40.7774,200242
13.0207,6326.52
88.6376,2.07381e+006
35.2005,128502
73.5482,1.18301e+006
3.69289,129.582
45.1513,272235
59.6739,630599
8.17268,1527.73
11.2922,4100.87
68.0679,937123
14.9823,9691.14
98.5148,2.84929e+006
78.9998,1.46693e+006
81.4552,1.6084e+006
91.3151,2.26796e+006
69.326,990220
1.30904,-0.461491
76.7529,1.34497e+006
98.0618,2.81007e+006
88.8768,2.09069e+006
2.89439,58.566
23.402,37437.8
17.3467,15117.8
47.2819,312815
98.9845,2.89032e+006
69.2544,987143
69.6321,1.00343e+006
77.8658,1.4045e+006
33.8962,114664
28.8903,70777
2.52866,36.8321
31.597,92756.9
14.9985,9722.99
48.399,335617
2.7837,51.3492
23.4802,37817.4
25.2861,47316.1
7.42632,1139.09
36.22,140062
43.4171,241924
48.4969,337667
64.8955,811734
63.3369,754461
31.4605,91553
99.5102,2.93672e+006
95.9601,2.63285e+006
12.3448,5379.37
93.2487,2.41546e+006
94.9039,2.54669e+006
97.75,2.78329e+006
31.6881,93567.2
38.1568,163893
52.4528,427637
55.5177,507402
70.3693,1.03574e+006
75.9572,1.30346e+006
20.9562,26806
88.7378,2.08086e+006
90.3195,2.19441e+006
49.4315,357655
72.6314,1.13919e+006
88.9855,2.09838e+006
36.2356,140244
40.6231,197966
0.872176,-5.04231
64.664,803051
79.7456,1.50898e+006
5.91696,566.113
28.0642,64838
93.2959,2.41913e+006
17.8128,16383.4
34.0646,116392
57.7038,569976
84.9912,1.82769e+006
88.186,2.0422e+006
82.6287,1.67911e+006
18.9468,19753.6
38.4086,167178
11.4256,4250.29
55.1787,498127
66.7009,881618
7.96738,1413.2
83.5579,1.73655e+006
67.1066,897854
40.5874,197443
53.0597,442714
52.5806,430784
46.6688,300753
15.8027,11393.7
85.69,1.87325e+006
86.5578,1.93089e+006
5.81362,536.127
38.818,172610
90.5732,2.213e+006
58.8624,605134
62.6554,730288
17.5927,15777.3
73.1296,1.16287e+006
23.8971,39885.5
89.512,2.13594e+006
65.8697,848968
87.4257,1.9897e+006
24.1124,40981.9
35.2093,128598
31.9413,95842.5
30.4077,82610.6
45.7663,283564
89.6978,2.1493e+006
74.2855,1.21905e+006
61.0186,674354
2.92075,60.3702
91.2118,2.26025e+006
18.5684,18581.9
52.5811,430796
59.4351,623032
72.0639,1.11262e+006
61.0499,675395
14.3779,8551.89
76.2287,1.31753e+006
36.2222,140087
86.2773,1.91213e+006
74.312,1.22036e+006
11.0326,3820.32
32.2029,98231.7
65.9552,852286
99.578,2.94273e+006
43.4748,242895
37.1983,151788
66.7144,882157
93.5883,2.44201e+006
42.3197,223956
33.7798,113480
24.2344,41612.4
57.9438,577144
72.8683,1.15041e+006
14.1851,8208.12
9.19273,2189.29
63.031,743546
85.9881,1.89292e+006
76.6157,1.33775e+006
93.8937,2.46604e+006
78.1195,1.41831e+006
2.17974,21.2859
93.7181,2.4522e+006
34.2668,118489
77.7404,1.3977e+006
67.1494,899581
67.9913,933950
20.2322,24098.9
37.8005,159321
48.7118,342195
6.26942,676.738
11.2911,4099.7
79.6694,1.50465e+006
76.9486,1.35532e+006
96.8129,2.70384e+006
97.1673,2.73371e+006
30.2081,80983.7
84.5904,1.80189e+006
1.52502,3.08891
13.0414,6357.11
48.8291,344685
73.9203,1.20111e+006
4.13332,185.209
87.714,2.0095e+006
9.3424,2300.04
10.2079,3014.47
21.8951,30609
58.8424,604515
14.3418,8486.77
80.1676,1.53313e+006
40.1667,191335
43.6795,246358
33.2973,108658
80.2538,1.5381e+006
78.0266,1.41324e+006
26.5301,54708.7
56.6177,538281
65.8409,847850
61.8844,703571
69.6351,1.00356e+006
3.35919,95.5855
24.6388,43748.1
54.0357,467697
89.8214,2.15822e+006
51.0783,394767
53.1362,444640
70.9292,1.06074e+006
40.1013,190398
4.65315,268.556
53.4417,452383
8.118,1496.64
28.8305,70335.8
83.0762,1.70661e+006
37.7318,158449
14.813,9362.42
92.2295,2.33694e+006
16.8832,13925.8
88.3759,2.05545e+006
75.6227,1.28627e+006
3.30227,90.4327
92.8011,2.38076e+006
78.4493,1.4364e+006
31.3009,90157.9
56.5424,536130
19.6592,22090.7
5.84103,543.976
31.4816,91738.1
41.1398,205656
24.0799,40815.4
86.2668,1.91144e+006
57.7625,571724
53.786,461219
53.1881,445950
99.294,2.91758e+006
73.4884,1.18011e+006
23.6329,38566.2
7.23445,1051.16
92.5269,2.35967e+006
82.9354,1.69792e+006
47.5561,318315
38.4424,167622
12.6902,5850.57
5.13645,365.327
66.3793,868888
1.04968,-3.53522
9.43472,2370.17
19.0184,19980.4
17.2983,14990.2
22.736,34306.7
50.1374,373263
73.3234,1.17216e+006
38.8473,173003
91.731,2.29916e+006
48.1251,329927
7.17927,1026.73
17.4034,15268.3
82.892,1.69525e+006
39.515,182127
61.3535,685557
26.5653,54928.7
99.0307,2.89438e+006
53.7366,459945
27.1588,58721.5
48.1949,331371
86.6088,1.93431e+006
15.8563,11511.5
34.6267,122285
98.4356,2.8424e+006
52.9665,440376
69.3576,991576
32.555,101509
41.8713,216880
35.3865,130561
3.02253,67.6573
8.25953,1577.99
89.9277,2.16591e+006
33.498,110647
2.30392,26.2875
96.2903,2.66019e+006
18.3682,17981.5
88.7178,2.07945e+006
52.9357,439605
17.2351,14824.8
93.8684,2.46404e+006
55.8936,517817
20.0305,23378.8
64.7268,805400
52.6664,432904
76.0198,1.3067e+006
25.7118,49765.7
84.7626,1.81294e+006
29.1683,72854.7
98.887,2.88177e+006
67.5721,916732
76.0122,1.3063e+006
79.0531,1.46991e+006
2.35105,28.3352
82.9004,1.69577e+006
0.501126,-7.12021
24.4722,42859.3
38.7559,171778
15.0221,9769.59
64.6833,803771
48.1193,329808
90.4394,2.20318e+006
53.5801,455922
36.7897,146814
87.0014,1.9608e+006
2.48599,34.6749
40.2293,192236
75.5591,1.28302e+006
47.523,317648
18.9946,19904.9
1.18904,-2.0282
28.3661,66968.7
53.7897,461314
40.2029,191856
89.3309,2.12297e+006
92.6929,2.37242e+006
0.307449,-7.87207
93.3965,2.42699e+006
5.21132,382.115
19.7241,22312.3
91.0757,2.25013e+006
46.186,291474
92.6771,2.3712e+006
38.6556,170441
97.2279,2.73883e+006
61.2415,681798
12.4784,5558.53
77.0907,1.36286e+006
93.8902,2.46577e+006
93.8138,2.45974e+006
71.1547,1.07092e+006
59.7429,632798
0.799189,-5.54932
36.9807,149125
24.988,45649.8
18.2192,17543.1
15.434,10605.9
76.5404,1.3338e+006
11.188,3986.61
29.1183,72477.5
73.1606,1.16435e+006
77.443,1.38168e+006
89.3512,2.12442e+006
77.1115,1.36396e+006
47.1124,309449
43.3528,240845
76.4101,1.32698e+006
2.35788,28.6389
55.719,512962
58.0605,580649
13.5417,7128.14
