x,f(x)
54.3646,476322
44.3047,257140
56.4159,532524
27.8866,63606
91.4805,2.28033e+006
7.64357,1244.43
2.36424,28.9235
24.8242,44750.9
79.0333,1.4688e+006
65.9902,853650
22.1147,31547.7
75.7862,1.29465e+006
47.4961,317106
17.2379,14832.2
96.4262,2.6715e+006
30.1086,80181
63.7468,769255
90.4289,2.20242e+006
86.6396,1.93638e+006
36.7194,145969
88.0988,2.03613e+006
85.0396,1.83082e+006
93.7222,2.45253e+006
90.1727,2.1837e+006
45.9942,287842
76.9589,1.35586e+006
63.6688,766426
68.6039,959503
82.7931,1.68918e+006
67.8054,926287
42.347,224392
98.434,2.84226e+006
48.4827,337370
34.5199,121150
12.1116,5075.99
69.2594,987360
23.0957,35975
73.1471,1.1637e+006
22.1086,31521.4
32.2036,98237.9
85.7567,1.87765e+006
79.8175,1.51308e+006
87.8256,2.0172e+006
65.7964,846128
20.4059,24730.9
94.915,2.54758e+006
22.4425,32983.9
12.9576,6233.78
86.528,1.92889e+006
10.2391,3042.66
65.256,825383
51.428,402963
5.84612,545.442
44.5798,261983
96.8723,2.70883e+006
55.1988,498674
0.3999,-7.52838
50.7025,386081
64.048,780247
85.3879,1.85346e+006
59.028,610274
50.0753,371873
16.7632,13627.8
92.135,2.32975e+006
43.4221,242008
38.3468,166367
89.8413,2.15966e+006
77.1164,1.36423e+006
43.3749,241216
10.608,3389.56
76.3484,1.32376e+006
47.1494,310181
41.6636,213652
13.378,6869.38
62.0115,707929
13.7917,7535.79
68.7055,963786
57.4796,563334
44.6049,262428
88.067,2.03392e+006
37.7587,158791
19.6102,21924.3
64.0994,782133
38.9369,174209
37.1134,150746
98.8131,2.8753e+006
54.4777,479313
15.6686,11102.7
94.4684,2.51171e+006
55.3599,503071
77.5124,1.38541e+006
34.9371,125622
94.4933,2.5137e+006
54.8627,489588
81.772,1.62729e+006
58.4238,591658
59.3958,621793
14.2824,8380.38
48.5657,339112
78.011,1.41239e+006
72.9897,1.15619e+006
90.4977,2.20746e+006
63.8911,774508
22.7556,34396.3
44.4153,259080
12.9849,6273.76
47.9508,326342
69.4274,994585
33.7563,113242
75.2988,1.26977e+006
60.2154,647983
8.60781,1790.61
89.9682,2.16885e+006
76.2874,1.32058e+006
83.7833,1.75067e+006
69.34,990819
54.3978,477198
52.5789,430742
30.0759,79918.7
47.196,311107
89.0435,2.1025e+006
90.3902,2.19958e+006
10.6591,3439.52
15.7047,11180.8
60.9719,672801
0.789249,-5.61393
65.5861,838012
49.9469,369008
5.94829,575.42
29.7554,77374.1
54.6372,483552
