x,f(x)
6.52273,764.547
77.0594,1.36119e+006
30.2871,81625.4
96.7253,2.69649e+006
69.7825,1.00997e+006
15.4431,10624.8
56.5461,536233
68.8987,971966
45.8841,285770
16.1797,12238.9
1.24615,-1.31576
80.5494,1.5552e+006
56.3489,530624
57.5652,565865
72.8453,1.14932e+006
51.0826,394865
47.4775,316732
58.5182,594541
72.5622,1.13593e+006
34.5189,121139
3.2957,89.85
75.7572,1.29316e+006
40.9143,202276
16.2533,12408.6
3.46696,105.845
17.1729,14663.2
94.7031,2.53051e+006
82.0092,1.64153e+006
33.2639,108329
83.5034,1.73314e+006
44.1389,254252
5.90458,562.464
64.4286,794285
20.8885,26544.9
68.8851,971387
36.702,145760
12.3723,5415.99
81.3234,1.60059e+006
54.0555,468215
73.2887,1.17049e+006
54.9682,492428
70.6819,1.04965e+006
72.0948,1.11406e+006
70.5298,1.04287e+006
38.22,164714
18.4357,18182.5
30.414,82662.8
70.0235,1.0205e+006
49.026,348889
17.9238,16694.9
23.4011,37433.5
52.7689,435447
33.8934,114635
67.4611,912205
59.6737,630593
82.0933,1.6466e+006
5.18739,376.695
13.8688,7664.46
85.6061,1.86775e+006
2.22511,23.0487
27.5584,61371.1
9.91747,2760.29
78.2175,1.42367e+006
79.7382,1.50857e+006
1.72278,7.2946
62.6824,731236
31.1988,89272.3
32.0619,96939.3
81.4288,1.60683e+006
73.7055,1.19064e+006
12.9753,6259.65
31.6178,92941.6
10.4098,3200.02
88.3811,2.05581e+006
61.6127,694313
87.8211,2.01689e+006
37.6962,157999
80.3795,1.54536e+006
64.7873,807668
6.30678,689.243
59.1894,615311
33.1282,107001
25.0697,46102.7
15.8855,11575.9
71.4764,1.08555e+006
7.19813,1035.04
18.5877,18640.8
23.7858,39326.2
19.2756,20810.5
34.4397,120302
31.7012,93683.9
98.0141,2.80596e+006
66.2178,862540
92.8902,2.38764e+006
78.6237,1.44602e+006
65.124,820367
18.1159,17243.3
25.7187,49805.7
2.42924,31.9208
48.3723,335061
96.7667,2.69996e+006
88.5485,2.06755e+006
86.9281,1.95584e+006
19.1843,20513.4
22.577,33585.6
81.7946,1.62864e+006
54.3713,476501
18.3057,17796.8
89.3645,2.12538e+006
27.9475,64027
35.1769,128242
69.3228,990080
4.31582,212.175
24.4023,42490.4
57.0678,551270
35.1096,127503
28.9279,71056
32.0744,97053.2
66.245,863607
93.3927,2.42669e+006
79.5015,1.49513e+006
30.7525,85472.3
32.2907,99042.4
5.91831,566.512
19.5004,21554.5
51.5876,406741
54.3225,475213
61.2364,681628
98.1289,2.81586e+006
64.3222,790342
19.1306,20339.9
17.1681,14650.8
92.8788,2.38676e+006
39.7386,185253
19.5916,21861.2
80.1325,1.53111e+006
82.4259,1.66675e+006
57.0929,552000
8.42391,1676.11
10.9146,3697.12
74.4114,1.22527e+006
65.9696,852846
50.6807,385581
17.5787,15739.3
26.8008,56413.2
45.4629,277938
95.8915,2.6272e+006
17.4194,15310.9
51.5791,406541
59.662,630222
74.3142,1.22046e+006
34.589,121884
96.2922,2.66035e+006
9.95498,2792.28
10.4408,3229.21
79.4239,1.49075e+006
38.0101,162000
13.9837,7859.16
9.68658,2568.76
12.1003,5061.69
71.328,1.07878e+006
57.9576,577557
58.7647,602115
99.5334,2.93878e+006
6.46321,743.273
37.5871,156623
23.8461,39628.3
98.2881,2.82961e+006
13.4113,6921.58
64.1672,784624
65.5652,837208
35.1099,127506
87.9341,2.0247e+006
17.1586,14626.3
48.3427,334443
9.60075,2499.88
12.307,5329.41
12.045,4991.51
13.4091,6918
42.1591,221404
25.7837,50187.7
56.9928,549091
18.7079,19008.3
15.4378,10613.8
60.0612,643001
9.71637,2592.96
34.3297,119146
91.7023,2.297e+006
93.1294,2.40618e+006
24.5458,43250.3
80.0032,1.5237e+006
58.6755,599367
81.1845,1.59238e+006
51.6441,408085
65.8865,849620
38.3457,166353
19.445,21369.6
55.9622,519734
70.1768,1.02724e+006
26.3983,53891.7
11.7474,4625.44
5.11765,361.189
4.7252,281.752
79.3975,1.48926e+006
28.0112,64468.8
22.3189,32437.2
50.8137,388639
29.9237,78703.8
11.0282,3815.67
14.6664,9083.81
82.239,1.6554e+006
68.7589,966043
22.6136,33750.7
16.3039,12526.2
69.9001,1.0151e+006
8.23489,1563.62
12.716,5886.94
23.412,37486.1
85.7696,1.87849e+006
36.8625,147692
20.1087,23656.1
68.9656,974807
76.3624,1.32449e+006
1.31423,-0.387646
23.5599,38207.3
18.4213,18139.4
87.6697,2.00645e+006
5.4297,433.986
93.6927,2.4502e+006
88.5486,2.06755e+006
32.1922,98132.9
17.558,15683.1
16.2713,12450.3
98.5789,2.85486e+006
64.3997,793213
93.8363,2.46152e+006
77.7723,1.39943e+006
44.2821,256746
13.1522,6522.93
34.0833,116585
36.6313,144916
72.5349,1.13464e+006
77.319,1.37503e+006
86.6038,1.93398e+006
42.0443,219592
65.5235,835609
62.3929,721119
47.3192,313560
76.9784,1.3569e+006
26.3746,53745.3
8.79195,1910.38
56.6128,538140
30.2735,81514.4
14.1636,8170.39
71.9641,1.10799e+006
75.2224,1.26589e+006
6.45333,739.779
69.111,981008
99.6059,2.94522e+006
58.1827,584339
2.47698,34.2293
46.6351,300099
41.4182,209880
21.3207,28242.5
83.5104,1.73358e+006
18.5374,18488.2
81.746,1.62573e+006
46.7173,301695
39.4445,181148
32.5834,101777
91.0829,2.25066e+006
51.0776,394750
15.0726,9869.64
94.2107,2.49116e+006
50.3177,377323
49.0272,348915
27.5718,61461.8
90.3613,2.19747e+006
4.71862,280.529
90.2252,2.18753e+006
53.5012,453901
30.614,84314.7
36.6519,145162
96.046,2.63995e+006
65.9514,852139
58.3682,589966
51.6957,409316
37.191,151698
53.8491,462850
4.43746,231.502
10.0432,2868.48
58.0275,579658
64.1703,784740
81.6211,1.61827e+006
63.4231,757557
16.7929,13700.9
74.3836,1.2239e+006
67.0025,893672
73.9727,1.20367e+006
93.1529,2.408e+006
6.11399,626.335
36.2883,140860
17.5809,15745.2
26.4646,54301.5
56.4113,532394
48.0752,328898
69.9477,1.01718e+006
81.3381,1.60145e+006
0.203477,-8.24363
7.05907,974.844
0.000626567,-8.99749
97.2477,2.74052e+006
59.6175,628807
31.4811,91734
80.363,1.5444e+006
22.7608,34419.8
26.6703,55586.9
20.2319,24097.9
64.5802,799921
58.6794,599486
42.9148,233585
21.3618,28407.5
95.3473,2.58263e+006
35.3631,130301
13.3557,6834.58
22.0639,31328.7
13.6822,7355.35
68.2496,944671
71.9747,1.10848e+006
25.9499,51171.8
99.7153,2.95496e+006
19.6651,22110.8
15.6116,10980.6
6.1241,629.532
61.9122,704524
35.1874,128358
35.863,135938
14.6443,9042.34
52.0889,418764
86.2992,1.91359e+006
95.3591,2.58359e+006
86.0072,1.89419e+006
90.7256,2.22422e+006
95.0273,2.55665e+006
90.1834,2.18448e+006
36.7556,146404
1.67438,6.17299
32.7499,103355
58.3021,587955
93.0085,2.39679e+006
87.2381,1.97689e+006
91.6494,2.29302e+006
85.4533,1.85774e+006
13.6231,7259.23
14.3851,8564.87
62.7707,734341
86.6559,1.93748e+006
61.0937,676857
52.7873,435904
36.7164,145934
54.9947,493143
29.6111,76246
