x,f(x)
947.867,1315.22
999.986,8553.76
9643.9,6230.67
5312.49,8038.32
87.2992,48.4809
2199.16,2534.81
8806.99,3402.59
6782.19,7328.74
1571.24,6528.51
3562.81,9032.53
629.276,4339.1
8892.05,1002.86
5168.82,2307.73
5451.13,1750.85
8513.37,9686.59
5398.32,2691.85
2645.55,8570.24
4265.15,9518.17
957.668,7649.66
1305.64,3269.63
7617.59,7570.27
626.937,3151.76
3718.51,7314.83
1519.64,3727.31
3712.31,5771.69
9984.42,8317.69
4323.59,3982.19
307.918,8479.18
1687.83,2186.18
5694.64,4216.78
3069.22,3911.72
5665.8,2475.86
2153.83,4471.57
659.81,8138.06
5713.34,3088.35
1240.82,228.737
7452.47,3707.08
6228.47,3913.47
7007.23,298.588
6040.56,3058.11
3739.32,5438.82
8006.79,1444.31
6759.47,7295.13
1539.96,414.487
9538.98,5747.08
7881.05,8845.53
1326.15,3695.7
757.446,3215.38
5646.45,6968.42
6553.38,1963.93
5220.97,5165.35
9770.37,5318.37
9237.43,8074.19
1110.36,9287.08
1530.81,4340.5
8614.4,4349.84
8538.63,1961.87
3439.81,132.974
497.19,4756.63
1296.22,8347.22
8752.1,4498.4
205.44,7949.89
8134.49,4772.19
9731.2,8565.82
999.759,5451.11
7780.62,6177.54
1690.55,9577.84
9265.85,4441.91
482.957,1516.6
9258.34,6530.77
2295.77,6012.57
3017.67,4399.46
4946,1473.58
5220.25,5765.72
3971.35,3550.4
5004.66,5384.41
3055.66,5929.34
8933.56,8579.58
3099.85,689.66
2071.31,4744.55
2274.24,4438.64
447.309,2675.27
4202.59,6582.85
1744.93,3648.37
759.486,7618.84
6988.45,5989.03
7269.28,8030.49
5336.89,8027.53
7009.44,3843.51
9143.21,6565.22
8350.9,3956.05
5915.47,2763.38
2617.56,3471.62
847.629,8608.6
3678.18,6654.98
3618.36,7776.75
1721.07,3823.48
3598.02,332.234
8193.05,3297.54
2256.64,1202.3
7898.29,8254.34
4476.07,6699.28
2822.27,9365.15
6050.16,5540.72
2658.81,5283.94
1001.39,7866.02
371.847,1284.78
8513.67,2880.63
2785.87,5454.73
8298.9,5915.23
3089.15,1287.72
4368.64,4404.77
4493.65,6955.76
1732.35,6906.41
7721.65,8106.7
1031.94,5861.06
7674.93,9768.37
6118.59,7485.77
4730.37,7874.65
5573.94,6598.71
7073.28,7689.15
5243.13,5724.68
794.389,4192.03
1980.51,5123.51
7238.12,7272.23
9895.85,45.0142
4412.48,5686.67
2698.25,4203.86
7722.78,5545.31
7739.9,3341.16
1798.18,9268.96
7669.39,3505.69
8451.53,8955.58
3383.67,9853.96
9740.9,454.791
3471.14,1737.22
5725.51,9037.32
7876.74,5551.14
1175.9,2964.79
3516.7,8183.72
3877.26,1541.34
5389.89,8368.59
3243.51,1266.64
3653.41,485.555
6874.88,8871.88
6467.01,6153.83
4821.54,8753.16
4304.33,7719.68
2348.82,1458.15
1098.43,4828.21
3625.62,7766.96
3127.52,2688.38
7063.89,2563.12
7424.37,5412.36
