x,f(x)
4562.32,1919.95
3636.48,3674.59
4636.79,136.191
5376.08,1146.47
1061.7,6909.17
1399.62,9544.12
7456.45,4558.47
7897.68,6964.77
7437.73,7610.68
2418.91,6495.38
5514.19,8833.51
823.049,1153.03
979.742,6859.76
6289.65,1426.69
9879.48,2998.61
1563.03,41.0834
4212.1,1125.58
5362.57,5299.07
4784.2,4036.23
9369.12,4554.19
253.647,3915.73
6188.44,9488.22
3600.61,906.968
8397.38,1871.27
4661.02,6116.89
9097.65,3216.83
1377.03,9430.85
5435.89,9972.76
7039.09,7476.62
3641.68,5928.93
2514.02,8967.86
1956.92,3457.3
1949.07,1291.02
6647.18,8992.78
6774.49,1996.6
47.8914,4043.99
6881.3,4287.51
3882.39,6229
1007.54,2933.59
786.746,7582.09
6091.41,9507.7
2432.41,1790.34
3057.4,864.344
1967.51,4902.13
3938.23,5274.05
7276.06,6910.47
6671.2,1590.88
498.394,3061.48
6326.35,6148.78
7868.86,9470.3
8225.32,6587.62
8676.43,1203.98
4399.51,6651.8
9514.02,9499.92
668.467,6888.09
9113.45,6165.26
7021.83,6061.11
5138.04,8999.71
1977.79,2048.05
1071.27,4809.99
479.52,5001.53
9255.26,4958.73
6092.28,1338.32
8492.59,8101.03
7568.22,168.037
870.545,9899.86
814.466,8749.7
4229.12,7999.81
1096.45,5887.14
6144.54,7783.04
5817.47,6610.95
4079.62,5284.99
4065.56,2454.88
1235.97,6927.99
9369.75,5789.66
7303.56,454.049
1889.31,3659.71
3648.83,351.306
3521.05,657.625
4104.54,6742.01
8389.16,8683.7
6057.81,3163.55
1122.41,2076.56
2876.68,97.3612
2520.81,8009.27
9201.77,7975.02
5538.87,1332.33
2530.18,9239.83
9167.11,2636.38
4404.4,320.45
7173.05,9446.97
8403.34,3276.28
6943.86,456.377
2223.61,7470.57
5747.61,881.332
1431.18,821.022
9315.89,6575.32
4770.65,3539.46
1619.19,7112.22
9114.95,981.215
598.683,9741.49
5381.42,8777.23
2015.71,838.563
9949.9,6664.72
4568.6,2786.23
1377.81,8548.37
9031.99,1623.92
2035.43,6618.13
9328.78,5009.83
6752.84,3445.61
8213.92,2182.02
5842.56,2203.48
6691.01,7868.2
9253.33,1900.76
2023.05,2503.01
3285.97,7319.44
7538.86,9876.62
3340.84,7723.55
7860.09,257.527
5642.3,7138.86
8417.69,5646.16
8481.59,9393.93
6851.66,8350.22
799.248,4926.15
8440.73,7210.6
6861.77,6048.76
77.3114,7330.34
4393.09,2341.35
4252.12,7.78903
7590.09,3613.16
8707.46,1134.76
478.752,8966.47
1124.09,4490.88
6098.1,7406.95
6672.84,4464.38
7546.22,8237.77
1847.06,1792.19
9902.53,1535.97
4480.52,530.88
1952.95,9914.17
2953.76,8045.33
664.159,8464.2
4485.46,4304.98
6150.48,7999.67
8601.03,3390.56
4154.14,1893.41
6768.75,2722.95
726.721,7069.25
5279.61,5114.7
2818.23,1016.53
3137.83,8669.72
8589.07,7067.61
1695.4,2819.47
8579.09,6809.75
4918.59,3621.4
1406.45,3869.28
2240.01,8996.17
6610.66,6611
4165.99,2028.21
3776.03,4699.51
7464.15,2448.47
3495.23,1749.03
8661.82,8046.25
6515.09,3396.48
1912.35,3031.33
2818.61,2901.2
48.8182,5811.47
719.857,5618.5
7596.49,9418.22
4247.88,9730.84
1299.53,8820.21
8186.21,2030.75
4361.68,6520.64
8732.92,8433.03
8994.01,675.894
8824.44,3679.61
8912.09,7792.11
5588.22,3942.56
13.9703,6497.46
7194.34,6738.62
7159.41,918.05
5772.57,8233.66
797.25,3361.5
