x,f(x)
9736.28,3254.07
5987.22,7813.76
7994.94,9340.67
9304.13,9350.06
6331.13,1299.13
3531.81,8687.92
3163.77,3177.44
5857.11,6529.52
8950.54,6686.26
759.341,5389.32
1612.02,9522.29
5913.58,865.665
6019.13,1338.8
6930.45,5327.27
2.17322,1595.75
1819.68,3764.23
4479.04,4357.64
5431.79,6656.95
9614.29,7127.12
48.8096,777.678
9903.43,5527.84
3640.29,8456.65
7763.29,4986.89
6003.98,7481.52
962.73,2883.75
1547.64,2108.29
2780.78,4573.72
5038.01,9227.42
2444.05,5983.09
1294.09,8168.85
3975.09,9429.75
6791.09,3984.05
6039.13,9449.03
87.214,9948.63
3811.52,5193.31
3352.45,3949.57
8780.27,978.233
1732.86,7837.42
2101.77,6493.9
55.1057,1642.09
8261.14,135.981
549.535,6776.37
1870.09,6196.03
5190.02,2809.71
8814.08,1902.13
88.0927,9647.12
4129.47,4315.46
1805.06,5525.78
8639.34,625.125
7779.69,4776.69
7414.5,7808.48
9546.85,7861.12
2578.14,8859.13
3982.3,5161.61
9548.85,8167.65
1182,4152.82
6476.05,4524.4
5522.14,4154.27
2633.94,17.5232
882.68,6797.88
7159.28,5598.88
2081.64,8419.85
5831.12,6738.35
8828.69,6203.19
9716.57,341.439
6174.3,7147.29
6009.52,4369.82
7147.78,3234.31
4150.64,2796.96
3484.96,5221.55
7197.21,8166.92
5959.66,3725.22
1577.02,7492.32
5211.47,3491.43
5102.31,1611.95
2897.49,513.325
5962.01,2502.35
2257.57,3305.11
9873.46,5555.96
8122.46,6863.54
6154.58,6577
4371.84,2498.43
4901.59,4432.38
155.989,7545.85
231.358,2377.83
2139.07,8889.73
678.892,3604.95
5106.35,5830.2
7577.24,901.901
8925.29,2789.67
2037.03,3113.34
3616.31,3479.33
6287.39,738.969
3465.61,70.3981
8912.27,323.533
3606.83,3624.43
8417.65,9412.08
1220.17,5479.18
2784.52,1262.64
5130.59,662.253
6088.81,3635.15
3675.14,7867.94
9648.84,6272.3
2265.87,2794.06
2686.02,3706.54
6741.7,8590.69
5704.99,9287.24
4476.07,3745.39
7143.28,4178.38
935.622,6776.35
7282.99,2890.49
8904.19,491.604
1712.45,6414.5
8059.45,2239
805.647,6941.48
7351.14,7193
7630.68,6028.71
7774.73,2459.02
3904.93,1970.99
306.437,3636.95
5466.11,7914.06
1175.22,7462.21
269.816,3433.52
5094.71,850.398
4912.01,822.645
5560.56,4770.74
5613.17,9235.94
3421.52,2827.67
6826.72,8874.23
8554.33,9828.89
485.341,1615.7
8005.14,8899.26
9683.59,4824.53
8678.81,5921.76
2562.66,7795.96
4618.31,3470.75
4648.58,4539.27
7319.96,6930.22
6222.99,2503.2
396.038,5780.22
8874.81,7175.26
2788.57,7237.63
8441.77,5147.14
6356.51,6049.17
9575.87,8324.66
5086.86,939.503
1672.33,9811.37
511.385,867.626
6352.21,7272.43
1714.69,3432.6
4765.87,7918.32
9869.03,2662.5
7083.86,5146.24
9799.89,4650.52
6085.42,699.013
8499.24,5505.38
7145.11,6182.72
2812.18,2642.92
4454.74,8824.21
8590.91,6189.08
3608.14,5313.06
2185.08,3814.42
9715.98,4563.34
4204.26,6646.37
3927.73,7531.12
1749.15,7336.52
7171.83,5199.61
6506.97,9877.71
9898.85,410.169
691.219,2170.72
1175.21,6975.78
8469.66,1405.91
5970.66,6788.54
8672.11,4194.62
2101.67,9652.29
8742.08,765.784
5126.15,5212.8
359.63,9883.76
263.826,3418.94
6565.68,9944.41
6430.93,510.989
9563.52,203.991
1830.17,2231.94
6267.6,8423.13
9498.22,5696.57
4277.38,8402.94
8806.2,3300.01
7955.16,6459.33
9931.75,2358.77
291.442,7982.99
3166.95,1125.32
6067.45,9847.27
9304.74,1319.06
7190.98,5859.55
8558.42,4500.12
1470.83,1276.39
7208.15,2023.19
319.06,2898.03
3617.78,5072.35
7667.67,975.295
1759.71,9711.32
9074.61,2281.45
5597.17,6228.86
7102.9,1572.81
5833.7,2715.37
8795.57,4694.87
7558.2,5994.04
1746.33,5256.04
2523.83,1081.51
3834.64,2550.16
264.212,3713.59
4221.73,5842.33
2480.46,8838.71
8113.05,9230.29
167.714,4882.75
2730.06,1351.2
3267.81,2622.77
5122.86,4084.47
5680.33,8306.84
6938.88,7290.97
817.312,1941.94
4510.37,7067.05
2813.59,1520.68
9302.43,5236.53
8549.04,4075.98
414.215,6716.58
6703.09,7679.09
6974.06,3245.94
2689.29,5165.18
776.558,3138.94
9175.45,9733.9
7834.34,124.946
1137.33,8963.26
1786.37,9896.52
7144.5,5078.97
4945.62,4834.78
942.323,586.832
6963.74,7570.52
7258.45,3305.94
9860.96,6241.48
626.36,1825.3
7103.41,3838.28
4595.61,1720.13
275.149,2551.7
3477.66,1719.99
2596.42,273.866
6706.44,8832.8
243.49,8718.11
6283.65,2998.69
6523.06,1703.99
5526.84,2040.43
8049.31,5981.26
6502.59,9989.79
5774.24,8366.62
3996.51,7691.22
1024.23,9820.08
287.801,8486.66
8236.96,3332.93
7521.38,8910.13
9827.34,5789.78
9646.31,4588.37
6455.91,4207.17
866.564,3126.61
6773.02,9896.19
7688.54,3086.44
6309.43,4687.85
4788.52,8367.92
5355.11,6787.99
1354.06,9505.91
3477.1,9884.28
5618.64,5810.44
18.6822,3698.88
5322.25,5332.42
7033.76,87.3537
6546.58,7197.1
1707.57,9922.1
9206.06,4468.54
3994.28,2978.86
7601.21,7446.72
5778.51,8220.98
1352.52,106.588
5361.94,449.362
8029.06,5267.3
9598.23,1404.78
7197.59,5698.81
574.445,7614.95
525.274,2768.24
7363.82,625.477
8318,360.179
7674.46,423.358
7541.25,912.283
5481.01,7556.94
